Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_PLACE,Geo_CSA,SE_T003_001,SE_T003_002,SE_T003_003
"36029015302","Census Tract 153.02","Census Tract 153.02, Erie County, New York","00","36","029",,"015302",,,2714,-49.9999999999995,-1.80897250361793
"36029015401","Census Tract 154.01","Census Tract 154.01, Erie County, New York","00","36","029",,"015401",,,2472,-195,-7.31158605174353
"36029015402","Census Tract 154.02","Census Tract 154.02, Erie County, New York","00","36","029",,"015402",,,4889,-180,-3.55099625172618
"36029015501","Census Tract 155.01","Census Tract 155.01, Erie County, New York","00","36","029",,"015501",,,2046,-81,-3.80818053596615
"36029015503","Census Tract 155.03","Census Tract 155.03, Erie County, New York","00","36","029",,"015503",,,2438,-190,-7.22983257229833
"36029015504","Census Tract 155.04","Census Tract 155.04, Erie County, New York","00","36","029",,"015504",,,3463,-402,-10.4010349288486
"36029015600","Census Tract 156","Census Tract 156, Erie County, New York","00","36","029",,"015600",,,1912,-153,-7.409200968523
"36029015700","Census Tract 157","Census Tract 157, Erie County, New York","00","36","029",,"015700",,,3504,-19,-0.539313085438547
"36029015800","Census Tract 158","Census Tract 158, Erie County, New York","00","36","029",,"015800",,,4094,-104,-2.47737017627442
"36029015900","Census Tract 159","Census Tract 159, Erie County, New York","00","36","029",,"015900",,,4222,-74,-1.72253258845438
"36029016200","Census Tract 162","Census Tract 162, Erie County, New York","00","36","029",,"016200",,,2333,-19,-0.807823129251701
"36029016300","Census Tract 163","Census Tract 163, Erie County, New York","00","36","029",,"016300",,,2567,101,4.09570154095702
"36029016400","Census Tract 164","Census Tract 164, Erie County, New York","00","36","029",,"016400",,,3062,27,0.889621087314662
"36029016500","Census Tract 165","Census Tract 165, Erie County, New York","00","36","029",,"016500",,,2354,555.566004651995,30.8916538549134
"36029016600","Census Tract 166","Census Tract 166, Erie County, New York","00","36","029",,"016600",,,2887,436,17.7886576907385
"36029016700","Census Tract 167","Census Tract 167, Erie County, New York","00","36","029",,"016700",,,2641,181,7.35772357723577
"36029016801","Census Tract 168.01","Census Tract 168.01, Erie County, New York","00","36","029",,"016801",,,2065,-18.8080016498247,-0.90257843500619
"36029016802","Census Tract 168.02","Census Tract 168.02, Erie County, New York","00","36","029",,"016802",,,1713,79,4.83476132190942
"36029016900","Census Tract 169","Census Tract 169, Erie County, New York","00","36","029",,"016900",,,3519,-115,-3.1645569620253
"36029017000","Census Tract 170","Census Tract 170, Erie County, New York","00","36","029",,"017000",,,2988,-86.9111499509186,-2.82646052886132
"36029017100","Census Tract 171","Census Tract 171, Erie County, New York","00","36","029",,"017100",,,5394,817,17.8501201660476
"36029017200","Census Tract 172","Census Tract 172, Erie County, New York","00","36","029",,"017200",,,2263,6,0.265839610101905
"36029017301","Census Tract 173.01","Census Tract 173.01, Erie County, New York","00","36","029",,"017301",,,2973,-143,-4.58921694480103
"36029017302","Census Tract 173.02","Census Tract 173.02, Erie County, New York","00","36","029",,"017302",,,3957,-89.2743412792524,-2.20633436463994
"36029017400","Census Tract 174","Census Tract 174, Erie County, New York","00","36","029",,"017400",,,4636,853,22.548242135871
"36029017501","Census Tract 175.01","Census Tract 175.01, Erie County, New York","00","36","029",,"017501",,,1453,-65,-4.28194993412385
"36029017502","Census Tract 175.02","Census Tract 175.02, Erie County, New York","00","36","029",,"017502",,,2248,-156,-6.48918469217972
"36029940000","Census Tract 9400","Census Tract 9400, Erie County, New York","00","36","029",,"940000",,,2135,299,16.2854030501089
"36029940100","Census Tract 9401","Census Tract 9401, Erie County, New York","00","36","029",,"940100",,,20,-14,-41.1764705882353
"36029980000","Census Tract 9800","Census Tract 9800, Erie County, New York","00","36","029",,"980000",,,1599,50.4999462076385,3.26121694887652
"36029980300","Census Tract 9803","Census Tract 9803, Erie County, New York","00","36","029",,"980300",,,2193,-483,-18.0493273542601
"36029980400","Census Tract 9804","Census Tract 9804, Erie County, New York","00","36","029",,"980400",,,1110,-1277,-53.4981147884374
"36029980500","Census Tract 9805","Census Tract 9805, Erie County, New York","00","36","029",,"980500",,,963,-449.140760529006,-31.8056650642074
"36029990000","Census Tract 9900","Census Tract 9900, Erie County, New York","00","36","029",,"990000",,,0,,
